1180937

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.56
2                       1.60
4                       1.55
8                       1.59
16                      1.91
32                      1.95
64                      1.97
128                     4.59
256                     4.63
512                     4.71
1024                    4.81
2048                    5.18
4096                    6.34
8192                    6.30
16384                   8.53
32768                  12.73
65536                  20.90
131072                 36.74
262144                 83.12
