1181434

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.53
2                       1.57
4                       1.51
8                       1.57
16                      1.85
32                      1.88
64                      1.90
128                     4.51
256                     4.52
512                     4.67
1024                    4.75
2048                    5.13
4096                    6.32
8192                    6.27
16384                   8.50
32768                  12.72
65536                  20.91
131072                 37.06
262144                 84.29
