1181918

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.54
2                       1.59
4                       1.53
8                       1.59
16                      1.89
32                      1.93
64                      1.96
128                     4.55
256                     4.57
512                     4.67
1024                    4.78
2048                    5.19
4096                    6.37
8192                    6.31
16384                   8.58
32768                  12.79
65536                  21.13
131072                 37.04
262144                 84.18
