1180613

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.55
2                       1.61
4                       1.53
8                       1.59
16                      1.90
32                      1.91
64                      1.95
128                     4.58
256                     4.61
512                     4.69
1024                    4.75
2048                    5.18
4096                    6.36
8192                    6.29
16384                   8.55
32768                  12.77
65536                  20.91
131072                 36.88
262144                 83.40
