1181191

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.56
2                       1.61
4                       1.55
8                       1.60
16                      1.92
32                      1.96
64                      1.98
128                     4.58
256                     4.60
512                     4.67
1024                    4.76
2048                    5.17
4096                    6.35
8192                    6.29
16384                   8.51
32768                  12.77
65536                  20.98
131072                 37.56
262144                 84.57
