1181492

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.55
2                       1.57
4                       1.49
8                       1.57
16                      1.91
32                      1.93
64                      1.95
128                     4.59
256                     4.62
512                     4.67
1024                    4.76
2048                    5.17
4096                    6.34
8192                    6.27
16384                   8.52
32768                  12.73
65536                  20.81
131072                 36.63
262144                 83.19
