1181061

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.50
2                       1.55
4                       1.46
8                       1.52
16                      1.81
32                      1.85
64                      1.88
128                     4.43
256                     4.48
512                     4.61
1024                    4.75
2048                    5.13
4096                    6.34
8192                    6.27
16384                   8.53
32768                  12.75
65536                  20.77
131072                 36.61
262144                 83.86
