1181252

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.52
2                       1.57
4                       1.51
8                       1.57
16                      1.88
32                      1.92
64                      1.94
128                     4.52
256                     4.55
512                     4.66
1024                    4.75
2048                    5.16
4096                    6.31
8192                    6.27
16384                   8.53
32768                  12.78
65536                  21.05
131072                 37.17
262144                 84.23
