1181740

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.54
2                       1.58
4                       1.52
8                       1.57
16                      1.87
32                      1.90
64                      1.93
128                     4.54
256                     4.57
512                     4.71
1024                    4.78
2048                    5.16
4096                    6.31
8192                    6.27
16384                   8.47
32768                  12.64
65536                  20.82
131072                 36.54
262144                 83.08
