1180549

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.55
2                       1.60
4                       1.53
8                       1.59
16                      1.90
32                      1.94
64                      1.98
128                     4.61
256                     4.64
512                     4.74
1024                    4.82
2048                    5.18
4096                    6.33
8192                    6.32
16384                   8.55
32768                  12.79
65536                  21.06
131072                 37.10
262144                 84.49
