1180996

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.55
2                       1.58
4                       1.52
8                       1.57
16                      1.90
32                      1.93
64                      1.95
128                     4.56
256                     4.59
512                     4.72
1024                    4.80
2048                    5.17
4096                    6.34
8192                    6.29
16384                   8.50
32768                  12.71
65536                  20.83
131072                 36.96
262144                 84.16
