644242

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.20
2                       5.40
4                       5.54
8                       5.50
16                      5.48
32                      5.89
64                      6.43
128                     6.69
256                     6.92
512                     7.42
1024                    9.23
2048                   10.67
4096                   14.35
8192                   22.14
16384                  47.77
32768                  84.23
65536                 150.53
131072                320.75
262144                661.53
