647871

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.67
2                       5.61
4                       5.64
8                       5.56
16                      5.56
32                      5.89
64                      6.31
128                     6.39
256                     6.61
512                     7.48
1024                    9.31
2048                   10.63
4096                   14.29
8192                   21.95
16384                  47.69
32768                  84.43
65536                 150.93
131072                320.34
262144                651.44
