636598

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.69
2                       5.67
4                       5.65
8                       5.59
16                      5.62
32                      6.33
64                      6.57
128                     6.77
256                     7.07
512                     7.50
1024                    9.29
2048                   10.55
4096                   14.21
8192                   21.91
16384                  47.87
32768                  84.53
65536                 150.95
131072                319.04
262144                655.48
