646058

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.74
2                       5.70
4                       5.69
8                       5.63
16                      5.78
32                      6.25
64                      6.42
128                     6.50
256                     6.80
512                     7.58
1024                    9.40
2048                   10.55
4096                   14.14
8192                   21.91
16384                  47.67
32768                  84.49
65536                 150.62
131072                322.05
262144                655.08
