652254

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.41
2                       5.39
4                       5.32
8                       5.28
16                      5.29
32                      5.87
64                      6.50
128                     6.55
256                     6.86
512                     7.37
1024                    9.19
2048                   10.62
4096                   14.32
8192                   22.05
16384                  47.79
32768                  84.66
65536                 149.42
131072                320.18
262144                652.98
