643287

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.05
2                       5.99
4                       5.99
8                       5.91
16                      5.93
32                      6.32
64                      6.58
128                     6.71
256                     6.97
512                     7.53
1024                    9.34
2048                   10.60
4096                   14.21
8192                   21.90
16384                  47.86
32768                  84.76
65536                 147.32
131072                320.71
262144                653.80
