656624

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.23
2                       5.21
4                       5.18
8                       5.14
16                      5.12
32                      5.53
64                      5.92
128                     5.91
256                     6.59
512                     7.25
1024                    8.94
2048                   10.50
4096                   14.26
8192                   22.01
16384                  47.79
32768                  84.45
65536                 147.05
131072                319.19
262144                655.49
