635717

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.55
2                       5.54
4                       5.54
8                       5.36
16                      5.39
32                      6.03
64                      6.20
128                     6.35
256                     6.56
512                     7.17
1024                    9.13
2048                   10.57
4096                   14.23
8192                   21.97
16384                  47.98
32768                  84.90
65536                 150.04
131072                321.33
262144                653.13
