654927

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.60
2                       5.66
4                       5.64
8                       5.53
16                      5.66
32                      6.10
64                      6.41
128                     6.42
256                     6.78
512                     7.48
1024                    9.15
2048                   10.41
4096                   14.00
8192                   21.70
16384                  47.61
32768                  84.48
65536                 145.59
131072                317.94
262144                645.96
