640720

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.53
2                       5.58
4                       5.64
8                       5.62
16                      5.67
32                      6.17
64                      6.38
128                     6.43
256                     6.73
512                     7.49
1024                    9.26
2048                   10.65
4096                   14.41
8192                   22.09
16384                  47.92
32768                  85.06
65536                 151.09
131072                321.30
262144                654.56
