654062

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.44
2                       5.47
4                       5.51
8                       5.42
16                      5.41
32                      5.81
64                      5.94
128                     6.12
256                     6.48
512                     7.05
1024                    9.02
2048                   10.53
4096                   14.25
8192                   22.03
16384                  47.99
32768                  84.94
65536                 149.15
131072                322.76
262144                657.47
