639634

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.33
2                       5.39
4                       5.47
8                       5.40
16                      5.39
32                      5.99
64                      6.25
128                     6.45
256                     6.72
512                     7.33
1024                    9.06
2048                   10.48
4096                   14.24
8192                   21.96
16384                  47.71
32768                  84.60
65536                 147.18
131072                321.40
262144                673.16
