647006

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.60
2                       5.65
4                       5.64
8                       5.60
16                      5.73
32                      6.17
64                      6.61
128                     6.64
256                     6.93
512                     7.53
1024                    9.36
2048                   10.62
4096                   14.24
8192                   21.93
16384                  47.91
32768                  84.96
65536                 145.99
131072                335.64
262144                674.68
