641576

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.25
2                       5.24
4                       5.27
8                       5.13
16                      5.32
32                      5.72
64                      5.93
128                     5.97
256                     6.20
512                     6.96
1024                    8.90
2048                   10.48
4096                   14.23
8192                   22.10
16384                  47.82
32768                  84.24
65536                 147.51
131072                328.65
262144                651.33
