653202

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.61
2                       5.57
4                       5.57
8                       5.73
16                      5.69
32                      6.08
64                      6.34
128                     6.50
256                     6.77
512                     7.61
1024                    9.43
2048                   10.70
4096                   14.34
8192                   22.01
16384                  47.70
32768                  84.08
65536                 146.77
131072                315.71
262144                650.19
