1975130

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       1.26
2                       1.26
4                       1.26
8                       1.25
16                      1.26
32                      1.34
64                      1.33
128                     1.35
256                     1.40
512                     1.49
1024                    1.66
2048                    1.97
4096                    2.54
8192                    3.70
16384                   4.54
32768                  13.85
65536                  17.86
131072                 23.63
262144                 34.77
524288                 58.95
1048576               121.85
2097152               230.19
4194304               443.39
