1975860

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       1.25
2                       1.25
4                       1.25
8                       1.25
16                      1.25
32                      1.35
64                      1.36
128                     1.38
256                     1.42
512                     1.51
1024                    1.66
2048                    1.95
4096                    2.47
8192                    3.62
16384                   4.55
32768                  14.08
65536                  17.92
131072                 23.48
262144                 34.55
524288                 58.64
1048576               119.26
2097152               221.20
4194304               415.47
