1978586

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       1.26
2                       1.25
4                       1.25
8                       1.25
16                      1.26
32                      1.33
64                      1.39
128                     1.36
256                     1.41
512                     1.50
1024                    1.64
2048                    1.95
4096                    2.46
8192                    3.62
16384                   4.53
32768                  14.09
65536                  18.03
131072                 23.57
262144                 34.43
524288                 58.41
1048576               119.10
2097152               225.93
4194304               423.86
