1982300

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       1.25
2                       1.26
4                       1.25
8                       1.25
16                      1.25
32                      1.34
64                      1.33
128                     1.36
256                     1.41
512                     1.49
1024                    1.63
2048                    1.94
4096                    2.45
8192                    3.62
16384                   4.53
32768                  14.04
65536                  17.94
131072                 23.47
262144                 34.43
524288                 58.56
1048576               119.19
2097152               220.94
4194304               426.00
