1987198

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       1.26
2                       1.25
4                       1.25
8                       1.25
16                      1.26
32                      1.34
64                      1.34
128                     1.36
256                     1.40
512                     1.49
1024                    1.64
2048                    1.92
4096                    2.45
8192                    3.61
16384                   4.54
32768                  14.04
65536                  17.98
131072                 23.46
262144                 34.45
524288                 58.74
1048576               117.94
2097152               220.18
4194304               418.52
