3243502

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     158.01            129.81            122.00             76.88
2                     163.62            112.01            105.24             50.96
4                     187.40            147.70            138.86             71.41
8                     147.47            116.71            109.67             71.95
16                    277.46            180.33            169.66             42.75
32                    255.89            156.69            147.35             32.67
64                    190.74            122.35            114.97             40.51
128                   186.72            132.79            124.81             56.79
256                   173.64            121.08            113.79             53.81
512                   154.40            127.18            119.52             77.22
1024                  173.73            132.13            124.17             66.49
2048                  182.76            122.21            114.85             47.28
4096                  264.56            204.66            192.57             68.89
8192                  290.30            158.97            149.50             12.16
16384                 392.23            252.65            237.80             41.30
32768                 670.80            318.09            299.60              0.00
65536                 767.26            344.31            324.23              0.00
131072                838.71            392.39            369.53              0.00
262144               1184.56            572.22            539.06              0.00
