3245610

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     121.60             97.49             91.56             73.67
2                     252.04            153.43            144.27             31.65
4                     302.80            180.78            170.07             28.25
8                     209.36            160.68            151.11             67.78
16                    237.07            137.23            129.01             22.60
32                    157.88            119.12            111.97             65.39
64                    104.50             82.73             77.64             71.96
128                   177.55            118.36            111.20             46.77
256                   285.20            169.02            158.94             26.90
512                   215.03            147.68            138.84             51.49
1024                  220.38            150.99            141.96             51.11
2048                  198.97            147.32            138.51             62.71
4096                  169.57            120.59            113.32             56.77
8192                  221.95            118.84            111.68              7.68
16384                 187.29             87.15             81.78              0.00
32768                 657.08            318.20            299.61              0.00
65536                 652.51            256.95            241.31              0.00
131072                898.39            407.74            383.98              0.00
262144               1060.03            638.85            601.90             30.02
