3247090

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     160.69            114.34            107.44             56.86
2                     275.26            194.84            183.33             56.13
4                     167.81            125.27            117.73             63.86
8                     129.48            105.21             98.85             75.45
16                    205.16            125.51            117.95             32.47
32                    201.44            162.24            152.59             74.31
64                    110.73             84.27             79.08             66.54
128                   176.31            134.34            126.30             66.77
256                   212.24            153.14            143.98             58.95
512                   218.02            132.54            124.58             31.38
1024                  212.25            191.50            180.18             88.49
2048                  124.93             95.45             89.63             67.11
4096                  135.72            105.26             98.87             69.19
8192                  267.37            168.14            158.14             37.25
16384                 405.71            221.37            208.30             11.50
32768                 620.11            310.98            292.79              0.00
65536                 688.45            310.47            292.28              0.00
131072                840.13            402.59            378.83              0.00
262144               1182.29            567.73            534.83              0.00
