3243133

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     153.18            117.71            110.60             67.93
2                     236.95            168.77            158.70             57.04
4                     130.41            103.06             96.80             71.75
8                     234.03            168.39            158.39             58.55
16                    312.19            190.22            178.92             31.83
32                    183.01            133.28            125.28             60.30
64                    200.89            147.03            138.25             61.04
128                   231.98            151.88            142.82             43.92
256                   234.33            185.74            174.73             72.19
512                   171.04            141.06            132.60             77.39
1024                  122.12             90.64             85.08             63.00
2048                  132.74            110.87            104.15             79.00
4096                  197.00            130.76            122.89             46.10
8192                  358.21            195.78            184.18             11.81
16384                 388.97            193.59            182.10              0.00
32768                 622.71            302.20            284.52              0.00
65536                 736.77            351.72            331.24              0.00
131072                841.50            418.44            393.41              0.00
262144               1191.77            585.30            551.39              0.00
