3242386

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     179.49            121.80            114.45             49.59
2                     151.51            108.84            102.23             58.26
4                     181.52            130.35            122.49             58.22
8                     210.24            140.76            132.30             47.48
16                    182.77            138.99            130.64             66.49
32                    134.34            115.85            108.84             83.01
64                    184.91             31.19             29.07              0.00
128                   247.94            168.59            158.52             49.94
256                   212.50            153.53            144.35             59.15
512                   145.09            114.48            107.55             71.53
1024                  131.10            106.24             99.76             75.08
2048                  173.77            112.08            105.29             41.41
4096                  118.97             94.80             88.95             72.82
8192                  254.06            129.48            121.68              0.00
16384                 151.85            125.30            117.74             77.45
32768                 648.00            315.99            297.48              0.00
65536                 586.51            209.71            197.30              0.00
131072                880.70            461.12            434.30              3.39
262144               1215.39            606.47            571.31              0.00
