3247813

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     215.47            145.17            136.59             48.53
2                     198.13            115.66            108.68             24.12
4                     130.90             71.87             67.39             12.40
8                     204.15            150.01            141.04             61.62
16                    153.98            114.74            107.85             63.62
32                    121.82             88.38             82.94             59.69
64                    197.35            131.67            123.78             46.95
128                   155.05            117.42            110.34             65.89
256                   167.44            133.40            125.40             72.86
512                   172.39            131.03            123.16             66.41
1024                  136.05             96.45             90.56             56.27
2048                  138.58            109.84            103.20             72.16
4096                  182.73            133.90            125.87             61.20
8192                  253.65            134.74            126.65              6.12
16384                 214.01            108.19            101.60              0.00
32768                 610.27            317.14            298.59              1.83
65536                 714.70            325.56            306.54              0.00
131072                849.56            359.89            338.90              0.00
262144               1168.67            604.13            569.11              0.80
