3242754

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     225.94            107.82            101.31              0.00
2                     225.83            159.07            149.51             55.35
4                     205.10            142.83            134.28             53.63
8                     227.37            145.27            136.59             39.89
16                    184.49            134.98            126.89             60.98
32                    184.26            121.93            114.58             45.61
64                    217.92            177.62            167.11             75.88
128                   386.61            222.35            209.26             21.50
256                   190.08            154.15            144.94             75.21
512                   116.59             80.79             75.77             52.76
1024                  200.29            140.40            132.00             54.62
2048                  167.67            119.08            111.88             56.56
4096                  168.50            137.69            129.45             76.20
8192                  127.71             85.67             80.40             47.70
16384                 275.54            145.53            136.84              5.00
32768                 673.26            349.45            329.07              1.60
65536                 627.22            237.12            223.22              0.00
131072                911.96            427.11            402.26              0.00
262144               1166.52            613.25            577.77              4.24
