3246335

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     148.03            110.31            103.65             63.61
2                     217.92            153.89            144.73             55.76
4                     209.43            166.83            156.91             72.85
8                     223.01            140.27            131.86             37.25
16                    242.65            135.06            126.95             15.25
32                    279.78            181.44            170.69             42.39
64                    212.42            150.32            141.33             56.07
128                   181.57             97.95             91.97              9.07
256                   300.99            257.97            242.81             82.28
512                   112.60             89.62             84.16             72.70
1024                  121.51             92.95             87.28             67.28
2048                  164.68             94.17             88.40             20.24
4096                  228.65            202.19            190.25             86.10
8192                  220.21            125.29            117.74             19.39
16384                 501.05            296.10            278.90             26.52
32768                 616.84            319.00            300.32              0.83
65536                 712.46            299.81            282.27              0.00
131072                831.93            372.42            350.73              0.00
262144               1240.33            670.57            631.98              9.84
