3244593

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     262.77            162.02            152.32             33.86
2                     212.74            120.41            113.14             18.39
4                     177.53            122.34            114.97             52.00
8                     120.76             87.00             81.64             58.65
16                    231.86            117.05            109.98              0.00
32                    136.59             58.43             54.72              0.00
64                    184.59            123.10            115.67             46.83
128                   286.38            166.52            156.61             23.47
256                   197.98            150.10            141.12             66.07
512                   175.16            141.14            132.69             74.36
1024                  188.16            128.14            120.46             50.18
2048                  173.28            127.09            119.45             61.33
4096                  144.52            108.82            102.22             65.08
8192                  161.68            103.14             96.91             39.60
16384                 259.62            152.66            143.54             25.49
32768                 609.43            305.84            288.00              0.00
65536                 739.05            354.17            333.51              0.00
131072                834.02            403.16            379.74              0.00
262144               1215.56            589.53            555.34              0.00
