3241285

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     173.26            133.59            125.57             68.41
2                     250.07            137.53            129.29             12.95
4                     163.72             85.49             80.24              2.50
8                     123.31            106.71            100.23             83.44
16                     75.07             22.10             20.48              0.00
32                    185.70             31.48             29.32              0.00
64                    249.30            201.06            189.16             74.50
128                   139.86            115.49            108.48             77.53
256                   234.24            149.00            140.09             39.16
512                   178.25            129.58            121.80             60.04
1024                  237.53            151.15            142.11             39.22
2048                  286.07            213.39            200.78             63.80
4096                  215.10            145.59            136.87             49.22
8192                  200.91            119.15            111.95             26.96
16384                 499.57            323.77            304.83             42.33
32768                 644.50            316.81            298.29              0.00
65536                 679.09            309.64            291.49              0.00
131072                898.39            463.59            436.71              0.44
262144               1262.81            585.27            551.50              0.00
