3244886

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     217.07            128.69            120.99             26.96
2                     177.25            123.67            116.22             53.89
4                     135.94             97.19             91.27             57.56
8                     254.39            181.12            170.39             57.00
16                    197.32            143.84            135.23             60.45
32                    195.78            139.88            131.49             57.48
64                    279.65            195.58            184.01             54.31
128                   228.84            128.16            120.44             16.40
256                   184.40             98.17             92.20              6.47
512                   316.15            235.41            221.57             63.56
1024                  229.18            165.70            155.85             59.26
2048                  200.74            127.01            119.36             38.23
4096                  301.41            166.26            156.38             13.57
8192                  241.20            173.12            162.86             58.20
16384                 357.99            182.70            171.86              0.00
32768                 648.04            338.24            318.51              2.74
65536                 784.04            321.04            302.28              0.00
131072                834.20            343.44            323.41              0.00
262144               1143.88            552.56            520.61              0.00
