3249298

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     166.06            120.48            113.23             59.74
2                     259.32            200.56            188.71             68.86
4                     204.35            130.36            122.52             39.61
8                     214.89            147.10            138.32             50.99
16                    198.84            132.41            124.45             46.61
32                    211.76            150.51            141.50             56.71
64                    180.26            123.50            116.06             51.09
128                   176.49            151.50            142.48             82.46
256                   208.59            139.55            131.17             47.36
512                   198.98            134.93            126.84             49.51
1024                  167.96            135.04            126.92             74.06
2048                  101.45             75.64             70.95             63.62
4096                  106.54             84.58             79.38             72.33
8192                  216.83            115.15            108.18              6.02
16384                 280.67            160.62            151.03             20.51
32768                 645.36            330.47            311.23              0.00
65536                 664.26            303.70            285.92              0.00
131072                917.72            404.74            381.27              0.00
262144               1113.37            549.21            517.50              0.00
