3240898

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     188.90            136.25            128.06             58.88
2                     151.45            105.60             99.18             53.77
4                     262.48            182.92            172.07             53.76
8                     183.19            129.14            121.37             55.47
16                    179.91            121.58            114.23             48.94
32                    164.44            103.09             96.81             36.62
64                    108.80             82.56             77.45             66.11
128                   129.10             94.62             88.84             61.19
256                   124.97            104.40             98.05             79.02
512                   294.73            215.03            202.33             60.61
1024                  136.92            119.42            112.18             84.40
2048                  182.47            120.56            113.30             45.36
4096                  170.42            129.91            122.10             66.82
8192                  183.76            100.62             94.50             12.02
16384                 288.25            185.94            174.88             41.50
32768                 654.65            318.05            299.50              0.00
65536                 671.71            325.23            306.26              0.00
131072                869.19            414.76            390.75              0.00
262144               1116.61            574.75            541.56              0.00
