3097103

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       1.73
2                       1.73
4                       1.72
8                       1.72
16                      2.00
32                      2.00
64                      2.01
128                     2.61
256                     2.63
512                     2.80
1024                    2.89
2048                    3.13
4096                    3.80
8192                    4.90
16384                   6.06
32768                   8.38
65536                  12.49
131072                 20.36
262144                 39.29
524288                 71.14
1048576               135.44
2097152               267.17
4194304               580.59
