
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.54              3.22              2.82             53.39
2                       4.77              3.38              2.85             51.38
4                       4.72              3.36              2.84             52.14
8                       4.67              3.32              2.81             51.88
16                      4.63              3.30              2.80             52.38
32                      4.57              3.34              2.89             57.51
64                      4.55              3.28              2.83             54.88
128                     5.06              3.63              3.08             53.48
256                     9.13              6.17              5.58             46.92
512                     9.30              6.27              5.64             46.23
1024                    9.75              6.58              5.77             44.92
2048                    9.80              6.62              5.83             45.50
4096                   10.15              6.90              6.16             47.18
8192                   10.87              7.49              6.70             49.54
16384                  12.27              8.59              7.78             52.71
32768                  19.77             14.07             12.96             56.05
65536                  24.03             17.62             16.19             60.40
131072                 32.69             24.85             23.08             66.03
262144                 50.58             39.99             36.88             71.28
