
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.52              3.26              2.79             54.89
2                       5.22              3.91              3.35             61.15
4                       5.58              4.33              3.73             66.41
8                       5.17              3.36              2.86             36.51
16                      4.71              3.35              2.84             52.12
32                      4.73              3.49              2.94             57.70
64                      4.61              3.32              2.81             54.36
128                     5.07              3.63              3.10             53.71
256                     9.09              6.11              5.48             45.70
512                     9.20              6.17              5.56             45.52
1024                    9.76              6.51              5.72             43.16
2048                    9.78              6.67              5.97             47.74
4096                    9.88              6.67              6.04             46.87
8192                   10.87              7.49              6.79             50.24
16384                  12.37              8.61              7.81             51.87
32768                  19.59             14.02             12.90             56.83
65536                  23.55             17.24             15.87             60.21
131072                 32.68             24.69             22.86             65.03
262144                 50.70             39.92             37.16             70.98
