
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.53              3.27              2.83             55.44
2                       6.49              4.95              3.83             59.70
4                       5.22              3.62              3.05             47.61
8                       6.09              4.79              3.80             65.92
16                      5.63              3.69              2.86             32.43
32                      4.73              3.48              2.93             57.56
64                      5.06              3.83              3.29             62.66
128                     5.05              3.63              3.11             54.34
256                     9.12              6.11              5.50             45.34
512                     9.23              6.24              5.61             46.59
1024                    9.73              6.62              5.76             46.11
2048                    9.76              6.67              5.97             48.19
4096                   10.15              6.93              6.20             48.13
8192                   10.85              7.48              6.63             49.26
16384                  12.55              8.87              8.00             54.05
32768                  20.11             14.50             13.37             58.06
65536                  23.63             17.21             15.84             59.47
131072                 33.10             25.07             23.20             65.41
262144                 49.86             39.33             36.58             71.19
