
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.58              3.29              2.91             55.57
2                       5.94              3.29              2.84              6.69
4                       7.78              6.10              4.59             63.54
8                       4.68              3.36              2.87             54.10
16                      4.56              3.28              2.80             54.33
32                      4.48              3.28              2.90             58.44
64                      4.44              3.22              2.79             56.52
128                     5.03              3.59              3.07             53.13
256                     9.10              6.14              5.44             45.48
512                     9.25              6.24              5.50             45.37
1024                    9.33              6.26              5.62             45.35
2048                    9.76              6.64              5.84             46.69
4096                    9.84              6.66              5.98             46.83
8192                   10.78              7.47              6.64             50.18
16384                  12.18              8.58              7.70             53.23
32768                  19.26             13.69             12.52             55.54
65536                  23.52             17.25             15.86             60.40
131072                 32.37             24.63             22.77             66.04
262144                 49.76             39.28             36.56             71.34
