
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.54              3.24              2.81             53.63
2                       4.73              3.38              2.81             52.18
4                       4.61              3.32              2.80             53.73
8                       4.61              3.32              2.80             53.85
16                      4.61              3.32              2.80             53.71
32                      4.44              3.24              2.88             58.29
64                      4.43              3.22              2.78             56.70
128                     5.10              3.54              3.05             48.62
256                     9.08              6.10              5.41             44.87
512                     9.19              6.22              5.47             45.76
1024                    9.27              6.25              5.58             45.85
2048                    9.74              6.58              5.80             45.62
4096                    9.83              6.66              5.99             47.15
8192                   10.69              7.38              6.60             49.78
16384                  12.14              8.53              7.65             52.88
32768                  19.24             13.69             12.50             55.61
65536                  23.55             17.25             15.86             60.28
131072                 32.25             24.59             22.74             66.29
262144                 49.83             39.34             36.57             71.33
