
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.66              3.27              2.81             50.73
2                       6.56              3.63              3.08              5.05
4                       5.50              3.76              2.84             38.95
8                       4.72              3.36              2.84             52.03
16                      5.54              3.77              2.86             38.32
32                      4.66              3.41              2.93             57.20
64                      4.51              3.26              2.81             55.51
128                     5.05              3.64              3.16             55.43
256                     9.11              6.11              5.48             45.34
512                     9.16              6.17              5.52             45.70
1024                    9.52              6.41              5.67             44.97
2048                    9.76              6.67              5.90             47.48
4096                   10.13              6.86              6.13             46.66
8192                   10.84              7.49              6.73             50.24
16384                  12.43              8.69              7.84             52.31
32768                  20.15             14.45             13.21             56.90
65536                  24.16             17.68             16.26             60.15
131072                 32.35             24.61             22.75             65.98
262144                 50.41             39.69             36.98             71.01
