
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       5.87              4.26              2.88             43.85
2                       5.10              3.36              2.81             37.99
4                       5.88              4.58              4.04             67.92
8                       4.62              3.32              2.81             54.06
16                      4.58              3.30              2.80             54.30
32                      4.46              3.25              2.89             58.10
64                      4.46              3.23              2.82             56.45
128                     5.02              3.51              3.04             50.21
256                     9.07              6.11              5.42             45.30
512                     9.14              6.16              5.47             45.53
1024                    9.30              6.25              5.59             45.60
2048                    9.73              6.64              5.84             46.95
4096                    9.86              6.66              5.98             46.58
8192                   10.80              7.49              6.65             50.22
16384                  12.15              8.57              7.70             53.59
32768                  19.23             13.68             12.47             55.51
65536                  23.46             17.18             15.85             60.36
131072                 32.26             24.58             22.76             66.25
262144                 49.79             39.29             36.57             71.29
