
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.77              3.37              2.86             51.02
2                       7.59              4.81              4.18             33.51
4                       4.75              3.36              2.87             51.34
8                       4.57              3.28              2.82             53.95
16                      4.70              3.35              2.86             53.03
32                      4.57              3.36              2.90             58.14
64                      4.48              3.25              2.82             56.42
128                     5.14              3.65              3.06             51.37
256                     9.16              6.18              5.56             46.27
512                     9.15              6.14              5.50             45.32
1024                    9.67              6.49              5.69             44.20
2048                    9.77              6.67              5.93             47.63
4096                   10.15              6.87              6.15             46.59
8192                   10.84              7.49              6.65             49.62
16384                  12.30              8.55              7.69             51.33
32768                  20.05             14.23             13.08             55.45
65536                  24.26             17.83             16.44             60.88
131072                 32.34             24.60             22.75             65.98
262144                 50.73             40.00             37.22             71.18
