
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.53              3.23              2.79             53.35
2                       4.67              3.33              2.89             53.59
4                       4.73              3.35              2.87             52.07
8                       4.74              3.35              2.86             51.62
16                      4.74              3.35              2.86             51.66
32                      4.62              3.39              2.91             57.67
64                      4.66              3.27              2.80             50.20
128                     5.06              3.60              3.06             52.21
256                     9.13              6.11              5.48             44.93
512                     9.17              6.14              5.55             45.36
1024                    9.35              6.26              5.62             44.97
2048                    9.79              6.63              5.83             45.77
4096                   10.11              6.91              6.18             48.11
8192                   10.86              7.49              6.73             49.88
16384                  12.54              8.87              8.03             54.35
32768                  20.20             14.52             13.36             57.47
65536                  23.55             17.23             15.86             60.14
131072                 32.66             24.72             22.95             65.40
262144                 50.38             39.70             36.96             71.09
