
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.53              3.26              2.85             55.08
2                       6.19              3.36              2.88              1.64
4                       6.97              5.58              4.97             71.89
8                       4.75              3.35              2.83             50.69
16                      4.75              3.36              2.87             51.76
32                      4.72              3.49              2.97             58.44
64                      4.61              3.30              2.82             53.55
128                     5.09              3.64              3.10             53.14
256                     9.13              6.12              5.49             45.26
512                     9.14              6.12              5.55             45.49
1024                    9.73              6.52              5.71             43.61
2048                    9.81              6.67              5.91             46.97
4096                   10.11              6.77              6.10             45.06
8192                   10.91              7.49              6.65             48.48
16384                  12.13              8.50              7.66             52.57
32768                  19.77             13.70             12.55             51.61
65536                  24.44             17.94             16.58             60.83
131072                 33.40             25.44             23.49             66.14
262144                 50.45             39.73             36.97             71.03
