
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.52              3.24              2.81             54.62
2                       7.54              5.45              4.37             52.01
4                       5.10              3.38              2.90             40.47
8                       4.70              3.35              2.88             53.26
16                      4.70              3.35              2.85             52.83
32                      4.58              3.36              2.92             58.17
64                      4.53              3.27              2.82             55.44
128                     5.06              3.63              3.13             54.39
256                     9.24              6.16              5.43             43.29
512                     9.22              6.23              5.55             46.08
1024                    9.72              6.54              5.74             44.71
2048                    9.75              6.66              5.94             48.08
4096                   10.14              6.90              6.15             47.35
8192                   10.83              7.49              6.78             50.72
16384                  12.31              8.60              7.83             52.59
32768                  19.77             14.07             12.92             55.92
65536                  24.15             17.70             16.32             60.49
131072                 32.68             24.81             23.06             65.91
262144                 50.44             39.74             36.99             71.07
