
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.57              3.22              2.78             51.60
2                       9.12              5.97              4.91             35.72
4                       4.72              3.37              2.85             52.52
8                       5.63              4.38              3.77             66.84
16                      4.73              3.35              2.88             51.96
32                      4.57              3.34              2.91             57.85
64                      4.53              3.27              2.84             55.81
128                     5.06              3.63              3.09             53.80
256                     9.15              6.14              5.55             45.63
512                     9.17              6.16              5.56             45.78
1024                    9.67              6.48              5.69             43.98
2048                    9.77              6.66              5.93             47.51
4096                   10.08              6.78              6.09             45.84
8192                   10.84              7.49              6.72             50.11
16384                  12.57              8.88              8.09             54.30
32768                  20.12             14.35             13.12             56.03
65536                  23.61             17.25             15.89             59.95
131072                 32.88             24.98             23.15             65.91
262144                 50.17             39.52             36.84             71.11
