
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.76              3.35              2.86             50.98
2                       4.80              3.40              2.87             51.18
4                       4.81              3.36              2.86             49.58
8                       4.71              3.36              2.85             52.50
16                      4.73              3.37              2.84             52.10
32                      4.63              3.41              2.93             58.63
64                      4.57              3.30              2.84             55.60
128                     5.05              3.63              3.09             54.15
256                     9.11              6.12              5.56             46.29
512                     9.27              6.27              5.65             46.83
1024                    9.82              6.57              5.73             43.39
2048                    9.78              6.67              5.95             47.66
4096                    9.92              6.70              5.98             46.30
8192                   10.83              7.49              6.78             50.76
16384                  12.16              8.56              7.64             52.84
32768                  19.69             14.04             12.92             56.32
65536                  23.98             17.53             16.10             59.94
131072                 32.82             24.94             23.14             65.97
262144                 50.33             39.67             36.88             71.10
