
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.72              3.39              2.81             52.52
2                       4.57              3.30              2.82             54.97
4                       4.52              3.27              2.81             55.27
8                       4.58              3.30              2.81             54.31
16                      4.61              3.32              2.82             54.34
32                      4.51              3.30              2.90             58.44
64                      4.43              3.22              2.80             57.01
128                     5.03              3.61              3.07             53.83
256                     9.10              6.14              5.44             45.61
512                     9.19              6.21              5.47             45.56
1024                    9.29              6.25              5.59             45.65
2048                    9.72              6.63              5.81             46.83
4096                    9.83              6.66              5.97             46.93
8192                   10.76              7.47              6.67             50.68
16384                  12.15              8.55              7.72             53.36
32768                  19.25             13.70             12.59             55.85
65536                  23.52             17.23             15.88             60.40
131072                 32.38             24.65             22.80             66.11
262144                 49.67             39.28             36.56             71.58
