
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.97              3.53              3.04             52.91
2                       6.85              4.99              3.82             51.17
4                       5.20              3.35              2.84             35.14
8                       5.55              3.86              3.28             48.49
16                      4.70              3.36              2.89             53.36
32                      4.68              3.43              2.92             57.26
64                      4.62              3.32              2.83             54.07
128                     5.07              3.63              3.09             53.63
256                     9.13              6.12              5.42             44.51
512                     9.26              6.23              5.62             46.21
1024                    9.36              6.28              5.61             45.19
2048                    9.77              6.66              5.93             47.65
4096                   10.08              6.80              6.12             46.39
8192                   10.86              7.49              6.83             50.55
16384                  12.20              8.58              7.68             52.84
32768                  19.38             13.69             12.54             54.64
65536                  24.12             17.66             16.24             60.21
131072                 32.73             24.87             23.10             66.00
262144                 50.44             39.76             36.99             71.14
