
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.72              3.39              2.88             53.89
2                       7.46              4.88              3.84             32.77
4                       5.20              3.93              3.32             61.77
8                       4.72              3.36              2.85             52.17
16                      4.69              3.32              2.82             51.44
32                      4.64              3.43              2.95             58.93
64                      4.72              3.36              2.87             52.41
128                     5.07              3.58              3.06             51.26
256                     9.10              6.11              5.50             45.70
512                     9.18              6.16              5.57             45.88
1024                    9.61              6.45              5.69             44.39
2048                    9.79              6.66              5.91             47.06
4096                   10.10              6.79              6.12             45.87
8192                   10.84              7.49              6.69             49.90
16384                  12.16              8.56              7.69             53.20
32768                  19.76             14.04             12.93             55.78
65536                  24.25             17.68             16.26             59.60
131072                 32.31             24.57             22.72             65.95
262144                 50.22             39.52             36.83             70.95
