
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.66              3.28              2.84             51.32
2                       4.68              3.36              2.86             53.55
4                       4.67              3.35              2.82             53.32
8                       4.62              3.32              2.82             54.16
16                      4.67              3.35              2.82             53.39
32                      4.51              3.31              2.90             58.38
64                      4.44              3.23              2.79             56.68
128                     5.03              3.54              3.06             51.23
256                     9.15              6.19              5.43             45.41
512                     9.21              6.24              5.47             45.72
1024                    9.33              6.25              5.62             45.14
2048                    9.73              6.63              5.83             46.81
4096                    9.82              6.66              6.02             47.55
8192                   10.78              7.44              6.63             49.51
16384                  12.17              8.56              7.72             53.19
32768                  19.28             13.70             12.58             55.62
65536                  23.51             17.22             15.89             60.37
131072                 32.50             24.70             22.89             65.91
262144                 49.88             39.36             36.59             71.23
