
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.65              3.30              2.79             51.48
2                       4.74              3.35              2.86             51.31
4                       4.69              3.32              2.85             51.86
8                       4.75              3.36              2.83             50.93
16                      4.73              3.35              2.87             52.07
32                      4.65              3.40              2.92             57.14
64                      4.60              3.30              2.83             53.94
128                     5.09              3.63              3.09             52.90
256                     9.17              6.13              5.54             45.04
512                     9.25              6.23              5.53             45.27
1024                    9.66              6.48              5.69             44.00
2048                    9.79              6.66              5.94             47.30
4096                   10.15              6.94              6.24             48.45
8192                   10.92              7.53              6.84             50.46
16384                  12.63              9.28              8.30             59.54
32768                  19.42             13.68             12.53             54.19
65536                  24.09             17.61             16.19             59.97
131072                 33.34             25.41             23.53             66.30
262144                 49.80             39.32             36.58             71.37
