
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.74
2                       5.86
4                       5.70
8                       5.70
16                      5.72
32                      5.73
64                      5.73
128                     6.04
256                    10.19
512                    10.25
1024                   10.46
2048                   10.93
4096                   11.31
8192                    9.99
16384                  12.89
32768                  24.85
65536                  49.06
131072                 68.88
262144                111.55
